83 4284:25
119 5964:14
172 5333:13
210 734:38
210 734:38
210 734:38
210 734:38
210 734:38
210 734:13
210 734:13
210 734:13
210 734:13
210 734:13
210 734:13
210 4698:13
223 3595:31
226 633:6
245 8535:15
260 4525:14
260 4525:11
326 6447:27
420 3519:0
432 5815:87
499 4598:19
499 5198:69
499 5198:65
563 3364:12
636 9528:40
797 7509:114
879 891:42
