371 2943 0.4
426 3027 0.0298507462687
440 668 0.0298507462687
165 254 0.8
687 5809 0.0909090909091
878 2932 3.10526315789
831 5708 0.0168067226891
600 4879 0.75
873 2511 0.0638792102207
288 7600 0.333333333333
357 5322 6.25396825397
866 3708 0.0952380952381
440 685 0.117647058824
738 810 0.114583333333
82 4913 0.020202020202
55 107 0.025974025974
469 3595 0.0571428571429
81 9239 0.046511627907
550 864 0.312077763355
174 1857 0.363636363636
330 534 0.148148148148
110 205 0.0168067226891
797 6010 0.0555555555556
137 5015 0.117647058824
0 43 0.0685050798258
261 2821 0.1
852 6097 0.046511627907
756 3570 0.0666666666667
151 2658 0.545454545455
866 3740 0.0168067226891
394 7004 3.08208255159
55 136 0.0281690140845
261 2835 0.0169491525424
517 9528 0.108108108108
302 5282 0.8
261 2842 0.0162601626016
742 5952 0.181818181818
55 150 0.0277777777778
41 2515 0.027027027027
50 4059 0.027397260274
27 4879 0.0821018062397
795 4029 0.0952380952381
110 240 0.357142857143
582 1685 0.0487804878049
469 8267 0.716883116883
55 161 0.0434782608696
823 1598 0.0645161290323
825 1327 0.0204081632653
522 5637 2
302 5306 6.29801587302
598 2108 0.0555555555556
41 2531 0.027027027027
261 2864 0.0176991150442
398 7839 2.10526315789
577 5727 0.0192307692308
602 7676 0.428571428571
261 2872 0.115942028986
550 926 0.0166666666667
453 7930 0.222222222222
577 5736 0.0512820512821
68 7355 0.031746031746
866 3794 0.0434782608696
687 5909 3.1
151 2721 0.5
233 7613 3.23690645774
701 3555 0.366225694246
742 6001 0.0826446280992
68 7368 6.21679384826
742 6003 0.0183486238532
357 5423 0.25
275 534 0.0606060606061
673 8286 0.0416666666667
126 608 0.136762127411
701 3567 0.047619047619
550 851 0.0253164556962
261 2905 0.0833333333333
577 5767 0.0333333333333
536 3323 7.07936507937
123 7469 0.0168067226891
334 6087 0.037037037037
792 6437 0.131638233856
41 2585 0.0215053763441
192 5199 0.105263157895
261 2801 0.0967866821525
681 3800 0.020202020202
550 983 0.0194174757282
467 5627 0.0884955752212
742 6043 0.0363247863248
55 241 0.0740740740741
471 6360 0.0740740740741
527 731 0.0238095238095
346 946 0.0526315789474
672 2243 0.0869565217391
636 608 0.0833333333333
27 4978 0.222222222222
371 3118 0.0166666666667
343 7844 0.0196078431373
728 8426 0.083735288443
68 7431 3.29406388523
715 1261 0.0229885057471
618 8265 0.0263157894737
82 5074 0.0307692307692
151 2797 0.166666666667
55 271 3.08695652174
742 6076 0.0449438202247
247 5332 3.08988764045
233 7697 0.181818181818
756 3724 0.4
151 2814 0.153846153846
440 869 0.222222222222
742 6092 0.0165289256198
27 5015 0.0229885057471
647 9246 0.25
815 8015 0.119628339141
495 962 0.0172413793103
371 3159 0.0165289256198
852 6088 0.030303030303
27 5031 0.016393442623
453 8058 0.020618556701
440 892 0.0357142857143
385 811 0.08
743 2091 0.133333333333
330 734 0.0380952380952
518 27 0.0952380952381
687 6043 0.0204081632653
500 564 0.0588235294118
742 6129 0.0375595133133
275 659 0.0238095238095
756 3769 0.0444444444444
687 6051 0.0190476190476
4 5608 0.021978021978
68 7507 0.0659340659341
756 3781 0.037037037037
522 5815 0.0727272727273
742 5930 0.0833333333333
247 5413 0.0162601626016
756 3800 0.0740740740741
