0 851 20
0 2326 24
0 3595 38
0 5682 14
0 5933 12
0 6286 36
0 6621 19
0 9014 18
1 3972 14
2 878 13
2 3278 19
2 3627 18
2 3717 13
2 4599 48
2 6051 30
2 6650 14
4 4328 14
5 7574 17
6 4029 13
7 1768 26
7 1998 17
7 4707 15
7 5052 22
7 9387 41
8 958 16
8 4943 19
8 5706 15
8 5886 91
8 6076 13
8 8185 25
8 9169 17
11 2008 16
13 4709 14
14 1257 17
14 3635 15
14 7798 25
15 1907 27
15 2821 68
15 3373 21
15 3952 40
15 4207 13
15 6076 39
15 6787 28
15 8333 14
15 9239 19
16 3635 13
18 3136 51
18 4017 79
20 2330 18
20 2558 145
20 7004 49
22 9199 13
24 3349 30
25 221 16
25 773 48
25 2698 19
25 3475 15
25 5023 21
26 3923 36
28 4960 19
30 8622 32
31 3800 51
32 515 20
32 2485 30
32 3297 18
32 6787 157
32 7342 17
32 8263 20
33 588 14
33 699 20
33 4008 18
33 4576 26
33 7092 28
35 1618 41
35 3627 13
37 170 16
37 1027 17
37 8837 13
38 3927 16
39 4879 20
39 5829 18
41 1496 23
41 2132 14
41 5463 23
41 6440 16
41 7018 55
41 8865 25
42 209 29
42 339 12
42 713 45
42 1096 51
42 1106 39
42 1981 29
42 2330 18
42 2558 108
42 3736 17
42 3998 37
42 5421 101
42 6088 13
42 7749 62
42 7888 12
42 8210 148
42 8501 27
43 5136 26
44 41 23
44 78 13
44 3530 33
44 4769 18
44 5972 13
44 7241 14
44 8230 15
45 969 21
45 1148 40
45 2023 24
45 4718 70
45 7587 25
45 7639 35
45 8177 68
46 46 15
46 969 13
46 2825 28
46 4207 30
47 2558 21
48 3595 27
49 2315 27
49 5370 53
49 6100 45
49 6342 35
49 6437 38
49 7459 14
49 8584 15
51 3152 16
51 6537 44
51 6565 17
52 2072 20
53 872 49
53 1081 26
53 5165 17
53 6440 15
53 6578 14
53 8040 14
53 9387 37
54 5759 13
55 2558 18
55 4039 17
55 4207 26
55 7277 42
55 8467 26
55 8968 23
55 9246 13
56 1540 36
56 3584 179
56 4618 16
56 5512 15
56 8612 474
57 608 20
57 734 29
57 4661 14
57 6578 21
57 8195 26
58 1105 15
58 2507 27
58 2997 18
58 3635 60
58 5142 25
58 9358 18
59 550 14
59 1054 28
59 1497 17
59 1563 14
59 2546 17
59 8015 15
60 46 13
60 7004 23
64 699 26
64 969 20
64 1054 32
64 4760 13
64 5944 16
64 6051 15
64 7182 20
64 8389 15
64 8603 13
64 9382 16
65 1188 31
65 2844 27
65 3364 45
65 3511 23
65 4743 27
65 5353 43
65 6537 19
65 6771 13
65 7534 15
65 7553 25
65 8000 76
66 8968 18
68 608 25
68 7368 20
68 7431 18
68 7648 12
68 8590 12
68 8968 47
68 9317 13
69 66 16
69 2310 14
69 3818 15
69 4482 15
69 4534 18
69 5393 12
69 6349 49
69 8125 21
69 8280 14
71 2380 16
71 3213 81
71 5292 19
71 6416 16
71 7196 17
71 7603 13
71 8058 13
72 3228 25
73 9267 13
76 1022 13
76 4840 95
76 5144 13
76 5555 15
76 7979 15
76 8622 31
76 9126 21
77 75 31
77 868 14
77 1188 13
77 1195 16
77 3796 29
77 5536 46
77 6076 18
77 7523 20
77 7563 17
78 8065 16
79 969 65
79 4525 23
79 5774 24
81 1614 17
81 1618 52
81 1631 23
81 2810 58
81 2821 27
81 3627 242
81 3800 22
81 3972 13
81 4029 106
81 4525 22
81 4566 33
81 8612 19
81 8748 40
81 9362 14
82 820 39
82 6051 43
82 6320 13
82 6683 13
83 4284 62
84 734 23
84 1496 13
84 2163 16
84 8968 31
86 4840 14
86 7150 14
86 9199 15
87 3121 28
88 161 22
88 209 15
88 221 21
88 734 20
88 1213 28
88 3314 21
88 3595 267
88 3874 23
88 3972 24
